,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
527,527,CHEMBL391181,43.0,nM,COc1cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1CN1CCC(N)CC1,7.366531544420414,500.24483576800003,9,2,3.9417000000000026,True
529,529,CHEMBL257411,43.0,nM,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1,7.366531544420414,515.1739586599999,10,1,3.854000000000002,True
530,530,CHEMBL506414,43.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5cccs5)cc34)cc2Cl)c1,7.366531544420414,467.03291,6,1,7.534900000000002,True
531,531,CHEMBL604094,43.5,nM,O=C(CCCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)NO,7.361510743045363,432.13644646399996,6,3,5.000600000000004,True
533,533,CHEMBL455208,44.0,nM,COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCNCC5)CC4)c4ncnc(N)c34)cc2[nH]1,7.356547323513812,537.2964567400002,9,3,3.940100000000001,True
534,534,CHEMBL255865,44.0,nM,CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(C#N)c2)c1,7.356547323513812,398.160357196,9,2,3.052380000000002,True
535,535,CHEMBL205235,44.0,nM,Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,7.356547323513812,444.115317096,5,2,5.573700000000003,True
536,536,CHEMBL566337,44.0,nM,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCn1ccnc1,7.356547323513812,521.2287711040001,10,2,4.004600000000002,True
537,537,CHEMBL584334,44.5,nM,CN1C[C@@H](OC(=O)N2CCC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,7.351639989019068,445.2325190920001,7,2,0.371800000000003,True
541,541,CHEMBL373207,46.0,nM,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.337242168318426,425.141866192,5,2,4.449600000000003,True
542,542,CHEMBL2110732,46.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,7.337242168318426,469.16808094000004,6,2,5.1551000000000045,True
543,543,CHEMBL2105719,46.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,7.337242168318426,487.178645624,6,2,4.3304000000000045,True
545,545,CHEMBL391321,47.0,nM,OCCNCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,7.327902142064282,431.18698654400004,8,3,3.0919000000000008,True
546,546,CHEMBL204467,47.0,nM,OCc1ccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)o1,7.327902142064282,449.09424730399996,6,2,5.076800000000002,True
548,548,CHEMBL228926,48.0,nM,Cc1cc(Nc2ncnc3cnc(N(C)C)cc23)ccc1Oc1ccc(C(=O)NCC(C)(C)C)cc1,7.318758762624412,484.2586742639999,7,2,5.711020000000005,True
552,552,CHEMBL3944791,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3Cl)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,482.06792357200004,7,1,5.051600000000004,True
553,553,CHEMBL275762,50.0,nM,O=C(CCl)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,7.301029995663981,397.9904222,4,2,4.996600000000002,True
555,555,CHEMBL3945353,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1nc2c(s1)CNCC2,7.301029995663981,487.063651208,8,2,5.370000000000004,True
556,556,CHEMBL3939133,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CN(C)CC(C)(C)O1,7.301029995663981,490.15384611599995,7,1,5.566900000000006,True
557,557,CHEMBL3936151,50.0,nM,CCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,7.301029995663981,462.12254598799996,7,1,4.788300000000004,True
558,558,CHEMBL3968233,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,466.09747411200004,7,1,4.5373000000000046,True
561,561,CHEMBL3941947,50.0,nM,COc1cc2c(Nc3ccc(Br)c(F)c3F)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,494.0765090720001,7,1,4.132100000000003,True
562,562,CHEMBL3928696,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CC1,7.301029995663981,389.069782144,5,1,5.477600000000003,True
563,563,CHEMBL3962203,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CNC(C)(C)CO1,7.301029995663981,476.13819605199996,7,2,5.224700000000005,True
564,564,CHEMBL3932115,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@@H]2CCO[C@H]12,7.301029995663981,491.02474586799997,7,1,4.733000000000004,True
565,565,CHEMBL3919051,50.0,nM,CCCCN1CCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,7.301029995663981,490.15384611599995,7,1,5.568500000000006,True
566,566,CHEMBL3928601,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CC(C)(C)O1,7.301029995663981,476.13819605199996,7,1,5.176800000000005,True
567,567,CHEMBL3983938,50.0,nM,CCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,7.301029995663981,476.13819605199996,7,1,5.178400000000005,True
568,568,CHEMBL3914189,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCC(C)(C)O1,7.301029995663981,462.12254598799996,7,2,4.8346000000000044,True
570,570,CHEMBL3934095,50.0,nM,COc1cc2c(Nc3ccc(Br)c(C)c3)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,472.11100276,7,1,4.162320000000004,True
571,571,CHEMBL3945177,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,492.056380344,7,1,4.507300000000004,True
572,572,CHEMBL3914599,50.0,nM,CCCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,7.301029995663981,490.15384611599995,7,1,5.568500000000006,True
573,573,CHEMBL3906715,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,482.06792357200004,7,1,5.051600000000004,True
574,574,CHEMBL3959495,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCCC1CN(C)C(C)(C)CO1,7.301029995663981,490.15384611599995,7,1,5.566900000000006,True
575,575,CHEMBL3923692,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(S(=O)(=O)CCCCl)CCO1,7.301029995663981,574.0611239399999,8,1,4.7271000000000045,True
576,576,CHEMBL3916225,50.0,nM,COc1cc2c(Nc3ccc(C)c(Br)c3)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,472.11100276,7,1,4.162320000000004,True
577,577,CHEMBL3931427,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,7.301029995663981,509.09205438399994,8,1,4.635500000000005,True
578,578,CHEMBL3952465,50.0,nM,COc1cc2c(Nc3cc(F)c(Br)cc3F)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,494.0765090720001,7,1,4.132100000000003,True
579,579,CHEMBL3914441,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,7.301029995663981,552.057523216,8,1,4.415400000000004,True
580,580,CHEMBL3933130,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN(C)CC(=O)N1,7.301029995663981,479.09272308000004,7,2,3.6369000000000025,True
581,581,CHEMBL3917220,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@H]1CN2CCC[C@@H]2CO1,7.301029995663981,474.12254598799996,7,1,4.930800000000005,True
583,583,CHEMBL3928883,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,7.301029995663981,474.12254598799996,7,1,4.930800000000005,True
584,584,CHEMBL3917294,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN2CSC[C@H]2CO1,7.301029995663981,492.07896692399993,8,1,4.841300000000005,True
585,585,CHEMBL3959774,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,7.301029995663981,492.11312417600004,7,1,5.069900000000005,True
587,587,CHEMBL3922278,50.0,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,7.301029995663981,476.14267471600004,7,1,4.555600000000004,True
590,590,CHEMBL3947712,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2C(=O)N1,7.301029995663981,505.10837314400004,7,2,4.169500000000004,True
591,591,CHEMBL3896122,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,7.301029995663981,492.11312417600004,7,1,5.069900000000005,True
592,592,CHEMBL3893416,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,7.301029995663981,491.1014761959999,8,1,4.496400000000004,True
593,593,CHEMBL3945028,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,7.301029995663981,507.01966048799994,8,2,3.7038000000000033,True
594,594,CHEMBL3916828,50.0,nM,COc1cc2c(N[C@H]3COC[C@@H]3OC)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,7.301029995663981,419.1692501399999,10,2,0.3699999999999997,True
595,595,CHEMBL3937048,50.0,nM,COc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2F,7.301029995663981,449.0953901759999,7,1,4.0576000000000025,True
596,596,CHEMBL3893363,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,7.301029995663981,507.01966048799994,8,2,3.7038000000000033,True
597,597,CHEMBL3939828,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,7.301029995663981,449.014181184,6,1,4.965600000000003,True
598,598,CHEMBL3943734,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NS(C)(=O)=O,7.301029995663981,584.0131952040001,9,2,3.2607000000000017,True
599,599,CHEMBL3958721,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(F)(F)F,7.301029995663981,574.0230295279999,8,2,4.8209000000000035,True
600,600,CHEMBL3896067,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2S(C)(=O)=O,7.301029995663981,569.002296172,9,1,3.7561000000000035,True
601,601,CHEMBL3935851,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN(C)CC(=O)N1,7.301029995663981,523.0422075,7,2,3.746000000000003,True
602,602,CHEMBL3971781,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,7.301029995663981,508.108038796,8,1,4.306300000000005,True
603,603,CHEMBL3907230,50.0,nM,CCO[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Oc1cc2ncnc(Nc3ccc(Br)c(Cl)c3)c2cc1OC,7.301029995663981,535.050960616,8,1,4.748000000000003,True
604,604,CHEMBL3895129,50.0,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCC1CN(C)C(C)(C)CO1,7.301029995663981,478.15832478000004,7,1,4.801600000000005,True
605,605,CHEMBL3955083,50.0,nM,COc1cc2c(Nc3cc(F)c(Br)c(F)c3)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,494.0765090720001,7,1,4.132100000000003,True
606,606,CHEMBL3910031,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,7.301029995663981,521.0353105519999,8,1,4.357900000000003,True
607,607,CHEMBL3964556,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,7.301029995663981,477.0858261319999,8,1,4.248800000000004,True
608,608,CHEMBL3955359,50.0,nM,COc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,7.301029995663981,461.1153766719999,8,1,3.7345000000000024,True
609,609,CHEMBL3921689,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(F)F,7.301029995663981,557.0164669279999,8,1,4.950700000000004,True
610,610,CHEMBL3924098,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3C)ncnc2cc1OCC1CN(C)CCO1,7.301029995663981,506.072030408,7,1,4.815720000000005,True
611,611,CHEMBL3964605,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@@H]1C[C@H]2OCC3(OCCO3)[C@H]2O1,7.301029995663981,549.030225172,9,1,4.433600000000004,True
612,612,CHEMBL3958898,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OCC1COCCN1C,7.301029995663981,510.046958532,7,1,4.646400000000004,True
616,616,CHEMBL3919145,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,7.301029995663981,477.0858261319999,8,1,4.5964000000000045,True
617,617,CHEMBL3961005,50.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,7.301029995663981,539.0258887399999,8,1,4.844600000000004,True
618,618,CHEMBL3977450,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,7.301029995663981,508.108038796,8,1,4.306300000000005,True
619,619,CHEMBL3959516,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,7.301029995663981,552.057523216,8,1,4.415400000000004,True
620,620,CHEMBL3956820,50.0,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OC[C@H]1CN2CCOC[C@H]2CO1,7.301029995663981,492.137589336,8,1,3.7920000000000034,True
621,621,CHEMBL3946242,50.0,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,7.301029995663981,492.137589336,8,1,3.7920000000000034,True
622,622,CHEMBL3908311,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,7.301029995663981,508.108038796,8,1,4.306300000000005,True
623,623,CHEMBL3986404,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1O[C@@H]1C[C@H]2OC[C@H](OC)[C@H]2O1,7.301029995663981,495.07640431999994,8,1,4.7355000000000045,True
624,624,CHEMBL3920036,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC1C[C@@H]2CN(C)C[C@@H]2C1,7.301029995663981,458.127631368,6,1,5.407800000000005,True
625,625,CHEMBL3924147,50.0,nM,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,7.301029995663981,552.057523216,8,1,4.415400000000004,True
626,626,CHEMBL3893846,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)C(C)(C)C(=O)O1,7.301029995663981,490.11746060799993,8,1,4.703400000000005,True
627,627,CHEMBL190094,50.0,nM,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,7.301029995663981,433.087243776,5,2,4.875600000000003,True
628,628,CHEMBL3949434,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@@H]1O[C@@H](OC)[C@@H](O)[C@H](O)[C@H]1O,7.301029995663981,511.09130543599986,10,4,2.5216000000000016,True
630,630,CHEMBL507821,50.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,7.301029995663981,579.205258788,10,2,4.383700000000004,True
631,631,CHEMBL4776708,50.0,nM,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OC)c23)c1,7.301029995663981,468.22737413600004,6,2,4.176800000000003,True
632,632,CHEMBL569389,50.5,nM,CN1C[C@@H](OC(=O)N2CCC(F)(F)C2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccccc2)CC1,7.296708621881338,495.229325532,7,2,1.0071000000000019,True
633,633,CHEMBL231100,51.0,nM,Cc1cc(Nc2ncnc3cnc(N(C)C)cc23)ccc1OC1CCN(C(=O)CC(C)(C)C)CC1,7.292429823902063,476.2899743919999,7,1,4.948820000000005,True
634,634,CHEMBL256576,51.0,nM,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,7.292429823902063,509.217537724,9,1,3.7925000000000013,True
635,635,CHEMBL598611,51.6,nM,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(=O)NO)c(OC)cc23)c1,7.287350298372789,434.19540531199993,7,3,4.198000000000002,True
636,636,CHEMBL567939,52.0,nM,CC(C)C(=O)N(C)C1CN[C@H](C(=O)N2CC[C@H](c3ccccc3)C2)[C@@H](C(=O)NO)C1,7.2839966563652,416.24235550399993,5,3,0.9690000000000014,True
638,638,CHEMBL221857,52.0,nM,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,7.2839966563652,358.20049069199996,5,3,0.5989000000000004,True
639,639,CHEMBL246687,52.0,nM,N[C@H]1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.2839966563652,456.21862102000006,8,2,3.543000000000001,True
641,641,CHEMBL437584,53.0,nM,COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCOCC5)CC4)c4ncnc(N)c34)cc2[nH]1,7.275724130399211,538.2804723280001,9,2,4.367100000000002,True
643,643,CHEMBL93386,53.0,nM,O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.275724130399211,465.08003698000005,6,2,3.410000000000001,True
646,646,CHEMBL4437943,54.0,nM,O=C(CCSC(=S)N1CCN(c2ccccc2)CC1)Nc1cccc(NC(=O)c2ccccn2)c1,7.267606240177031,505.1606171040001,6,2,4.502800000000003,True
647,647,CHEMBL443098,54.0,nM,COCCCN1CCN([C@H]2CC[C@H](n3nc(-c4ccc5nc(Cc6ccccc6OC)[nH]c5c4)c4c(N)ncnc43)CC2)CC1,7.267606240177031,609.353971616,10,2,4.689000000000003,True
650,650,CHEMBL495979,54.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@@H]5CCCN5)sc34)cc2Cl)c1,7.267606240177031,478.10303816000004,6,2,5.909900000000003,True
651,651,CHEMBL391779,54.0,nM,CNC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,7.267606240177031,484.24992114800006,8,2,4.193800000000002,True
652,652,CHEMBL1922906,55.0,nM,FC(F)(F)Oc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,7.259637310505756,420.06008796400005,5,2,6.0458000000000025,True
653,653,CHEMBL205045,55.0,nM,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccn3)cc2Cl)c1,7.259637310505756,430.099667032,5,1,5.386500000000003,True
654,654,CHEMBL246284,55.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,7.259637310505756,487.21320129199995,9,2,3.5150000000000015,True
658,658,CHEMBL371888,56.0,nM,COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,7.251811972993799,402.16919056399996,7,1,4.673020000000003,True
659,659,CHEMBL256994,57.0,nM,CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,7.244125144327507,470.18665219600007,7,2,4.423800000000003,True
662,662,CHEMBL452717,59.0,nM,COc1ccccc1Cc1nc2ccc(-c3nn([C@H]4CC[C@H](N5CCN(C(C)=O)CC5)CC4)c4ncnc(N)c34)cc2[nH]1,7.229147988357855,579.307021424,9,2,4.199000000000002,True
664,664,CHEMBL256364,59.0,nM,CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12,7.229147988357855,453.1913229760001,8,2,3.679700000000002,True
665,665,CHEMBL205765,59.0,nM,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,7.229147988357855,487.12113074800004,6,2,5.3449000000000035,True
667,667,CHEMBL455434,60.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1,7.221848749616356,539.199110788,8,2,4.576500000000004,True
668,668,CHEMBL500217,60.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5Cc5ccccc5)c4)c3s2)C1)N1CCOCC1,7.221848749616356,578.2100098200001,9,2,4.988700000000004,True
669,669,CHEMBL207869,60.0,nM,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ncccn3)cc2Cl)c1,7.221848749616356,431.09491600000007,6,1,4.781500000000002,True
670,670,CHEMBL248115,60.0,nM,Cc1cncc(COc2ccc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)cc2Cl)c1,7.221848749616356,477.20438619600003,8,2,4.331820000000003,True
671,671,CHEMBL453398,60.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Oc5ccccn5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.221848749616356,576.13465196,10,2,4.826400000000004,True
673,673,CHEMBL428046,60.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CNCCO6)c45)ccc32)c1,7.221848749616356,487.21320129199995,9,2,3.5150000000000015,True
675,675,CHEMBL497026,60.0,nM,O=C(NO)[C@H]1CC(CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,7.221848749616356,456.27365563200004,5,2,2.2756999999999996,True
676,676,CHEMBL245667,60.0,nM,NCCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,7.221848749616356,445.20263660800003,8,2,3.8754000000000017,True
677,677,CHEMBL2178352,60.0,nM,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,7.221848749616356,468.274993024,8,2,5.180400000000004,True
678,678,CHEMBL1923002,60.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2C)cn1,7.221848749616356,331.14331016400007,5,2,4.505640000000002,True
680,680,CHEMBL3949347,62.0,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,7.207608310501746,478.2229574520001,8,2,4.222700000000002,True
682,682,CHEMBL3948267,62.0,nM,O=C(/C=C/CN1CCCC1)Nc1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,7.207608310501746,504.2386075160001,8,2,4.756900000000003,True
683,683,CHEMBL5180725,62.26,nM,Cc1cc(Nc2c(C#N)cnc3ccc(NC(=O)/C=C/CN(C)C)cc23)ccc1Oc1cc2nncn2cn1,7.205790883653504,519.2131210400001,10,2,4.4448000000000025,True
685,685,CHEMBL401443,63.0,nM,OC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,7.200659450546418,471.21828667200003,8,2,3.966700000000003,True
689,689,CHEMBL4437803,64.0,nM,O=C(Nc1cccc(NC(=O)c2ccccn2)c1)NC1CCCCC1,7.1938200260161125,338.174275944,3,3,3.788100000000002,True
691,691,CHEMBL3133822,66.0,nM,Clc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,7.180456064458131,293.07197506399996,2,2,5.113100000000002,True
692,692,CHEMBL205284,66.0,nM,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cc[nH]n3)cc2Cl)c1,7.180456064458131,419.09491600000007,5,2,4.714600000000002,True
693,693,CHEMBL3218000,66.0,nM,C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,7.180456064458131,485.18517497600004,6,3,5.768200000000003,True
694,694,CHEMBL403594,66.0,nM,CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.180456064458131,463.141117244,7,2,4.5141000000000036,True
695,695,CHEMBL496829,67.0,nM,CC(C)c1cccc(C2CCN(C(=O)[C@H]3CC[C@H](CC(=O)N4CCCCC4)C[C@@H]3C(=O)NO)CC2)c1,7.173925197299173,497.325356856,4,2,4.456500000000003,True
696,696,CHEMBL202421,67.0,nM,CCCCN(CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)CCCC,7.173925197299173,482.19971541600006,6,2,5.405000000000004,True
700,700,CHEMBL380078,69.0,nM,CNC(=O)NCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,7.161150909262744,516.147679844,6,3,4.815500000000003,True
