,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
1067,1067,CHEMBL202621,300.0,nM,O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,6.522878745280337,439.12113074800004,6,2,3.4400000000000004,True
1068,1068,CHEMBL114593,300.0,nM,COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.522878745280337,434.03783782,5,2,4.200880000000002,True
1069,1069,CHEMBL94061,301.0,nM,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.521433504406156,425.08512236,5,2,4.192200000000002,True
1070,1070,CHEMBL15202,309.0,nM,COc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,6.510041520575165,357.147726848,5,1,4.961000000000003,True
1071,1071,CHEMBL398388,310.0,nM,NC(=O)C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.508638306165727,498.22918570400003,8,2,3.707300000000002,True
1072,1072,CHEMBL3133823,310.0,nM,Clc1ccc(Nc2ccnc3[nH]c4ccccc4c23)cc1,6.508638306165727,293.07197506399996,2,2,5.113100000000003,True
1073,1073,CHEMBL394462,310.0,nM,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12,6.508638306165727,355.15454354400003,7,1,3.574320000000002,True
1074,1074,CHEMBL1683966,318.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C/C(=O)NCCN1CCOCC1,6.497572880015568,525.194295688,7,2,4.361720000000004,True
1075,1075,CHEMBL2441565,319.0,nM,CN(C)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,6.496209316942819,441.13678081200004,6,1,4.009100000000002,True
1077,1077,CHEMBL4741020,321.0,nM,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(CC(C)C)c(=O)c23)c1,6.493494967595128,510.27432432800003,6,2,4.590900000000004,True
1078,1078,CHEMBL3357635,324.4,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C/CN1CCCCC1,6.4889191544608815,487.158659128,6,2,5.452300000000005,True
1079,1079,CHEMBL3114701,330.0,nM,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCC(C)CC2)CCO4)c1,6.481486060122112,467.232125168,6,1,4.368200000000004,True
1081,1081,CHEMBL4468924,337.0,nM,CC1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,6.4723700991286615,495.18373100400004,6,1,5.179400000000005,True
1082,1082,CHEMBL4445017,344.0,nM,O=C(/C=C/CN1CCCCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,6.46344155742847,481.16808094000004,6,1,4.933400000000004,True
1083,1083,CHEMBL540701,347.0,nM,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,6.459670525209127,383.163376912,5,1,5.517200000000004,True
1084,1084,CHEMBL602728,350.0,nM,O=C(Nc1cccc2ccccc12)c1ccc(N(CCCl)CCCl)cc1,6.455931955649724,386.09526862,2,1,5.376100000000004,True
1085,1085,CHEMBL1614707,350.0,nM,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1,6.455931955649724,468.1773106360001,6,0,6.057200000000006,True
1086,1086,CHEMBL258352,350.0,nM,CN1CCN(C(=O)COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,6.455931955649724,518.183316404,8,1,4.153600000000003,True
1087,1087,CHEMBL592466,350.0,nM,Oc1ccc(CN(Cc2cccc(Cl)c2O)C(=S)Nc2ccccc2)cc1,6.455931955649724,398.08557652800005,3,3,5.150400000000005,True
1088,1088,CHEMBL5170804,357.0,nM,Cc1ccc(-c2c(CN3CCOCC3)nc3scc(C(=O)NN)n23)cc1,6.447331783887806,371.14159591200007,7,2,1.8069199999999999,True
1089,1089,CHEMBL252246,359.0,nM,O=C(NO)[C@H]1CC2(CC2)CN[C@@H]1C(=O)N1CCC(c2ccccc2)C1,6.44490555142168,343.18959166,4,3,1.2662,True
1091,1091,CHEMBL2408052,360.0,nM,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4)ncnc3cc2OC)CC1,6.443697499232712,455.17241737200004,7,2,3.624600000000002,True
1092,1092,CHEMBL1645464,360.0,nM,Cn1ncc2cc(Nc3ncnn4ccc(CN5CCC(N)CC5)c34)ccc21,6.443697499232712,376.21239276800003,8,2,2.2827,True
1093,1093,CHEMBL201684,360.0,nM,C#CCCCn1c(Sc2cc(OC)ccc2I)nc2c(N)nc(F)nc21,6.443697499232712,483.0026073200001,7,1,3.7254000000000023,True
1094,1094,CHEMBL391675,360.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(CN6CCCC6)c45)ccc32)c1,6.443697499232712,441.207721988,7,1,4.605800000000004,True
1098,1098,CHEMBL379892,370.0,nM,COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCC=C(C)C)c1,6.431798275933005,481.0433292600001,7,1,4.529200000000003,True
1099,1099,CHEMBL3133832,376.0,nM,O=S(=O)(c1ccc2[nH]c3nccc(Nc4cccc(O)c4)c3c2c1)N1CCN(CCO)CC1,6.424812155072339,467.16272528,7,4,2.4639000000000006,True
1100,1100,CHEMBL91867,378.0,nM,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.422508200162774,380.027273136,4,2,4.0977000000000015,True
1101,1101,CHEMBL326280,380.0,nM,COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,6.42021640338319,464.0484025040001,6,2,4.209480000000003,True
1102,1102,CHEMBL396079,380.0,nM,c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)nc1,6.42021640338319,470.217872072,10,2,2.770900000000001,True
1103,1103,CHEMBL414631,380.0,nM,COCOC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.42021640338319,450.03275244,6,2,4.132480000000003,True
1104,1104,CHEMBL4458843,384.0,nM,CC1CCCCN1C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,6.415668775632469,495.18373100400004,6,1,5.321900000000006,True
1105,1105,CHEMBL3929484,386.1,nM,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO,6.413300198375951,469.1429288120001,8,3,4.490200000000002,True
1106,1106,CHEMBL425738,390.0,nM,CCOC(=O)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnn2c1,6.4089353929735005,412.16477388000004,8,1,4.047600000000002,True
1107,1107,CHEMBL4166412,390.0,nM,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3cnc4ccccc4c3)nc3cc4ccccc4cc3c2=O)cc1,6.4089353929735005,567.103496152,8,2,4.465300000000004,True
1108,1108,CHEMBL3133828,390.0,nM,COc1cccc(Nc2ccnc3[nH]c4ccc(S(=O)(=O)N5CCNCC5)cc4c23)c1,6.4089353929735005,437.152160596,6,3,3.0622000000000007,True
1110,1110,CHEMBL3934034,404.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cc1OC,6.393618634889394,428.184840628,6,2,5.309500000000004,True
1111,1111,CHEMBL3930316,406.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,6.391473966422806,374.094581652,5,2,4.523000000000003,True
1112,1112,CHEMBL247127,410.0,nM,c1cncc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)c1,6.3872161432802645,470.217872072,10,2,2.770900000000001,True
1113,1113,CHEMBL2408048,410.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(=O)NC(C)C)CC1,6.3872161432802645,501.194295688,7,2,4.542300000000004,True
1114,1114,CHEMBL589588,410.0,nM,COc1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,6.3872161432802645,366.09018324,3,1,4.231500000000003,True
1115,1115,CHEMBL3930965,413.0,nM,COc1cc2ncnc(Nc3ccc(Cc4ccccn4)cc3)c2cc1NC(=O)/C=C/CN1CCCC1,6.384049948343598,494.24302420000004,7,2,4.958300000000004,True
1116,1116,CHEMBL93783,414.0,nM,CN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO,6.3829996588791005,455.095687044,6,3,3.5547000000000017,True
1117,1117,CHEMBL3943512,419.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1OC,6.377785977033705,414.169190564,6,2,5.522800000000005,True
1118,1118,CHEMBL592457,420.0,nM,O=C1CSC(N/N=C/c2cc(Br)ccc2O)=N1,6.376750709602099,312.952059596,5,2,1.7076,True
1119,1119,CHEMBL394056,420.0,nM,COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.376750709602099,402.16043744800004,7,1,4.156400000000003,True
1120,1120,CHEMBL246489,420.0,nM,COCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.376750709602099,446.18665219600007,8,1,4.173000000000003,True
1121,1121,CHEMBL247101,430.0,nM,Cc1ccn2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,6.366531544420413,382.099667032,5,1,5.152820000000003,True
1122,1122,CHEMBL255236,435.0,nM,COc1ccccc1CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,6.361510743045363,497.19755122800007,9,2,4.898800000000003,True
1124,1124,CHEMBL257859,440.0,nM,Clc1cc(Nc2ncnc3[nH]nc(OCCCN4CCOCC4)c23)ccc1OCc1ccccn1,6.356547323513812,495.178565372,9,2,3.825000000000002,True
1125,1125,CHEMBL5207091,440.0,nM,Cc1ccccc1NCc1coc(/C=C/c2ccc(C(F)(F)F)cc2)n1,6.356547323513812,358.12929782400005,3,1,5.784320000000004,True
1126,1126,CHEMBL115440,450.0,nM,COCCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.346787486224656,478.064052568,6,2,4.217480000000002,True
1127,1127,CHEMBL449949,450.0,nM,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)nc4)c3s2)C1)N1CCOCC1,6.346787486224656,574.1798525639999,10,2,4.098800000000003,True
1128,1128,CHEMBL94066,458.0,nM,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.339134521996131,467.09568704400004,6,2,3.9628000000000014,True
1129,1129,CHEMBL3961532,458.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OC,6.339134521996131,480.136446464,6,2,6.102000000000004,True
1131,1131,CHEMBL202398,464.0,nM,CCCCN(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCC,6.333482019445119,481.204466448,5,2,6.010000000000005,True
1132,1132,CHEMBL500591,470.0,nM,N#Cc1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,6.327902142064282,351.088687748,6,2,3.906480000000002,True
1133,1133,CHEMBL496212,470.0,nM,O=C(NO)[C@H]1CCCC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,6.327902142064282,331.18959166,4,2,1.6469999999999994,True
1135,1135,CHEMBL596957,478.2,nM,COc1cc2ncnc(NCc3ccc(Cl)c(F)c3)c2cc1OCCCCCCC(=O)NO,6.320390428220244,476.16266121199993,7,3,4.877700000000003,True
1136,1136,CHEMBL4443188,482.1,nM,COC[C@H](C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.316862868516993,487.178645624,7,2,4.635900000000003,True
1138,1138,CHEMBL372293,500.0,nM,CCc1c(C(=O)N(C)C)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.301029995663981,439.21205842000006,7,1,4.135100000000003,True
1139,1139,CHEMBL258694,500.0,nM,Cc1nnc(-c2cn3ncnc(Nc4cnc5[nH]ccc5c4)c3c2C(C)C)o1,6.301029995663981,374.16035719599995,8,2,3.8310200000000014,True
1140,1140,CHEMBL3957801,509.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,6.293282217663242,487.178645624,7,2,4.615500000000004,True
1141,1141,CHEMBL3746557,510.0,nM,CC(=O)N1N=C(c2ccc(C(F)(F)F)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,6.292429823902063,529.1573034639999,8,0,4.673120000000004,True
1142,1142,CHEMBL397122,510.0,nM,C[C@@H](c1cccc(F)c1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,6.292429823902063,501.228851356,9,2,4.076000000000001,True
1143,1143,CHEMBL3936761,530.0,nM,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,6.275724130399211,471.227039788,6,2,4.222600000000003,True
1145,1145,CHEMBL2408054,550.0,nM,CNC(=O)CCN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,6.259637310505756,487.178645624,7,2,4.153800000000003,True
1146,1146,CHEMBL230680,550.0,nM,COCC(=O)NCC#Cc1ccc2ncnc(Nc3ccc(OC4CCN(C(=O)C5CCCO5)CC4)c(C)c3)c2c1,6.259637310505756,557.2638192199998,8,2,3.3447200000000015,True
1148,1148,CHEMBL3904205,556.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4c(c3)CCN4Cc3ccccc3)ncnc2cc1OC,6.254925208417943,453.21647510400004,6,2,5.293200000000004,True
1149,1149,CHEMBL598407,556.9,nM,COc1cc2ncnc(N[C@@H](C)c3ccc(Cl)cc3)c2cc1OCCCCCCC(=O)NO,6.254222782110241,472.18773308799996,7,3,5.299600000000003,True
1150,1150,CHEMBL402149,557.0,nM,CO/N=C/c1c(N)ncnc1Nc1cccc(Br)c1,6.254144804826272,321.022522104,6,2,2.5452000000000012,True
1151,1151,CHEMBL1928945,559.0,nM,Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.252588192113577,436.11023171600004,6,2,5.966200000000002,True
1152,1152,CHEMBL246493,560.0,nM,Fc1cccc(COc2ccc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)cc2Cl)c1,6.251811972993799,497.16299556,8,2,4.349400000000002,True
1153,1153,CHEMBL245868,560.0,nM,CN(C)CCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,6.251811972993799,473.23393673600003,8,1,4.4783000000000035,True
1154,1154,CHEMBL3133829,576.0,nM,CCOc1cccc(Nc2ccnc3[nH]c4ccc(S(=O)(=O)N5CCNCC5)cc4c23)c1,6.239577516576788,451.16781066,6,3,3.452300000000002,True
1156,1156,CHEMBL3828021,590.0,nM,C#Cc1cccc(Nc2ncnc3ccc(-c4cnn(C)c4)cc23)c1,6.229147988357855,325.13274548,5,1,3.755200000000002,True
1157,1157,CHEMBL246492,590.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6COCCN6)c45)ccc32)c1,6.229147988357855,487.21320129199995,9,2,3.5150000000000015,True
1158,1158,CHEMBL2205030,590.0,nM,O=S1(=O)N=S(c2ccc(Br)cc2)c2ccncc21,6.229147988357855,341.91323156400006,3,0,2.766300000000001,True
1159,1159,CHEMBL4759651,592.0,nM,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(C(C)C)c(=O)c23)c1,6.22767829327708,496.25867426400004,6,2,4.515800000000003,True
1160,1160,CHEMBL202425,597.0,nM,CCN(CC)CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,6.224025668870631,426.13711516000006,6,2,3.8446000000000016,True
1161,1161,CHEMBL231885,610.0,nM,CC(=O)N1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,6.214670164989233,498.22918570400003,8,1,3.674100000000002,True
1162,1162,CHEMBL4103370,610.0,nM,Clc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,6.214670164989233,310.062138652,4,1,3.8571000000000017,True
1163,1163,CHEMBL1080272,620.0,nM,O=C(NCCN1CCCC1)c1cc2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2[nH]1,6.207608310501746,508.178979972,6,3,4.898600000000004,True
1165,1165,CHEMBL4759405,633.7,nM,Cc1ccc(C2=N/C(=C/c3ccc(Cl)cc3)C(=O)NN2C(=O)Cc2nc3c(c(C)nn3-c3ccccc3)c(=O)[nH]2)cc1,6.19811629287476,577.162915308,7,2,4.282840000000003,True
1166,1166,CHEMBL442754,634.0,nM,COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.197910742118268,469.11133710800004,6,2,4.208800000000003,True
1167,1167,CHEMBL3968839,642.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccccn4)c3)ncnc2cc1OC,6.192464971931146,452.19607400800004,7,2,5.128500000000004,True
1168,1168,CHEMBL604042,660.0,nM,Oc1ccc(CN(Cc2cccc(Br)c2O)C(=S)Nc2ccccc2)cc1,6.180456064458131,442.035060948,3,3,5.2595000000000045,True
1170,1170,CHEMBL2408049,670.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(=O)N(C)C)CC1,6.173925197299173,487.178645624,7,1,4.105900000000004,True
1171,1171,CHEMBL4549542,674.0,nM,CN1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1,6.17134010346468,496.17897997200004,7,1,3.6949000000000014,True
1172,1172,CHEMBL3828269,676.0,nM,Cn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cn1,6.170053304058364,353.08435131600004,5,1,4.5664000000000025,True
1173,1173,CHEMBL372692,680.0,nM,CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.167491087293763,426.18042394400004,7,2,4.060400000000002,True
1174,1174,CHEMBL3133830,689.0,nM,COc1cccc(Nc2ccnc3[nH]c4ccc(S(=O)(=O)N5CCN(CCO)CC5)cc4c23)c1,6.161780778092375,481.17837534399996,7,3,2.7669000000000006,True
1175,1175,CHEMBL3633775,706.0,nM,NC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccc(Cl)c(Cl)c4)c(Cl)c3)c2c1,6.151195298948196,473.021307728,5,3,6.616500000000002,True
1177,1177,CHEMBL479800,709.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(-c5ccco5)sc34)cc2Cl)c1,6.149353764816933,451.05575362,6,1,7.0664000000000025,True
1178,1178,CHEMBL458997,710.0,nM,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,6.1487416512809245,468.16766634,8,3,3.8220000000000027,True
1179,1179,CHEMBL1421,710.0,nM,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,6.1487416512809245,487.15572175200003,9,3,3.3135400000000015,True
1180,1180,CHEMBL1922903,720.0,nM,N#Cc1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)cc1,6.142667503568731,361.073037684,5,2,5.018880000000002,True
1181,1181,CHEMBL373025,730.0,nM,CCc1c(CO)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,6.136677139879544,398.185509324,7,2,3.925600000000003,True
1184,1184,CHEMBL419501,733.0,nM,COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.134896025358872,495.12698717200004,6,2,4.741400000000003,True
1185,1185,CHEMBL521284,733.0,nM,c1ccc(Oc2ccc(Nc3ccnc4ccccc34)cc2)cc1,6.134896025358872,312.12626313199996,3,1,5.770700000000004,True
1186,1186,CHEMBL1683958,740.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=N/OCCN1CCOCC1,6.130768280269024,499.178645624,8,1,4.582820000000004,True
1187,1187,CHEMBL233324,750.0,nM,O=C1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CCN1,6.1249387366083,484.2135356400001,8,2,3.331900000000002,True
1188,1188,CHEMBL1934621,750.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccccc1,6.1249387366083,443.120068128,4,1,6.299920000000005,True
1189,1189,CHEMBL553,760.0,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,6.119186407719209,393.16885621599994,7,1,3.405100000000002,True
1191,1191,CHEMBL512391,776.0,nM,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)O,6.110138278741811,370.08326801999993,6,3,3.7330000000000023,True
1192,1192,CHEMBL461114,776.0,nM,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)Nc1ccccc1,6.110138278741811,445.13055255999996,6,3,5.287100000000003,True
1193,1193,CHEMBL379093,780.0,nM,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1,6.107905397309519,429.104418064,4,1,5.991500000000004,True
1195,1195,CHEMBL3964380,782.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4c(ccn4Cc4ccco4)c3)ncnc2cc1OC,6.106793246940152,441.180089596,7,2,5.326500000000004,True
1196,1196,CHEMBL3970738,798.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)ncnc2cc1OC,6.09799710864927,477.1470752160001,7,3,4.5313000000000025,True
1197,1197,CHEMBL3963723,800.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,6.096910013008056,361.15387484800004,5,3,4.211800000000002,True
1201,1201,CHEMBL3925158,815.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)cc3)ncnc2cc1OC,6.088842391260023,429.1800895960001,7,2,4.704500000000002,True
1202,1202,CHEMBL5201807,820.0,nM,Cc1cccc(-c2ccc3c(ccn3Cc3coc(/C=C/c4ccc(C(F)(F)F)cc4)n3)c2)c1,6.086186147616283,458.16059795200005,3,0,7.842220000000007,True
1203,1203,CHEMBL194349,820.0,nM,CCOC(=O)c1cn2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1CC,6.086186147616283,402.16919056399996,7,1,5.004300000000003,True
1205,1205,CHEMBL1082012,843.0,nM,Cc1c(C(=O)NCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,6.074172425375258,551.221179132,7,3,4.358620000000003,True
1206,1206,CHEMBL245277,850.0,nM,C[C@@H](c1ccccc1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,6.070581074285707,483.238273168,9,2,3.9369000000000023,True
1208,1208,CHEMBL3633941,855.0,nM,CCNC(=O)Nc1ccc(C(=O)Nc2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)cc1,6.068033885271827,478.13202978000004,5,4,5.559600000000003,True
1209,1209,CHEMBL2408053,860.0,nM,CNC(=O)CN1CCC(Oc2cc3c(Nc4cc(Cl)ccc4F)ncnc3cc2OC)CC1,6.065501548756432,473.16299556000007,7,2,3.763700000000002,True
1210,1210,CHEMBL5189871,860.0,nM,Cc1cccc(NCc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)c1,6.065501548756432,358.12929782400005,3,1,5.784320000000004,True
1211,1211,CHEMBL4753913,865.7,nM,COc1ccc(/C=C2/N=C(c3ccc(Cl)cc3)N(C(=O)Cc3nc4c(c(C)nn4-c4ccccc4)c(=O)[nH]3)NC2=O)cc1,6.06263258248271,593.1578299280001,8,2,3.9830200000000033,True
1212,1212,CHEMBL4790553,872.3,nM,Cc1nn(-c2ccccc2)c2nc(CC(=O)N3NC(=O)/C(=C\c4ccccc4)N=C3c3ccccc3)[nH]c(=O)c12,6.0593341275241706,529.186237596,7,2,3.3210200000000016,True
1213,1213,CHEMBL3828079,874.0,nM,Cn1cc(-c2ccc3ncnc(Nc4ccc5ncccc5c4)c3c2)cn1,6.058488567365597,352.143644512,6,1,4.3221000000000025,True
1215,1215,CHEMBL2325087,880.0,nM,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc2ccccc2c1,6.055517327849831,399.03637384,2,1,5.541300000000003,True
1216,1216,CHEMBL1645468,880.0,nM,CC(C)Nc1ncnn2ccc(CN3CCC(N)CC3)c12,6.055517327849831,288.206244768,6,2,1.4727,True
1218,1218,CHEMBL3960911,897.0,nM,CCC(=O)Nc1cc2c(Nc3ccc4c(c3)CCN4Cc3ccccn3)ncnc2cc1OC,6.047207556955907,454.21172407200004,7,2,4.688200000000003,True
1220,1220,CHEMBL4084249,910.0,nM,COc1ccc(-c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1,6.040958607678906,306.111675688,5,1,3.212300000000001,True
1221,1221,CHEMBL3114699,930.0,nM,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCOCC2)CCO4)c1,6.031517051446064,455.19573965999996,7,1,2.9685000000000015,True
1222,1222,CHEMBL1080990,934.0,nM,CCOC(=O)c1[nH]c(C)c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,6.029653123769906,454.12079639999996,6,2,5.558120000000003,True
1223,1223,CHEMBL3923650,958.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(NS(=O)(=O)c4ccccc4)nc3)ncnc2cc1OC,6.018634490921455,478.1423241840001,8,3,3.926300000000002,True
1224,1224,CHEMBL477197,960.0,nM,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,6.017728766960431,302.079038168,6,5,1.3204999999999993,True
1228,1228,CHEMBL3133817,978.0,nM,CC(=O)c1ccc2[nH]c3nccc(Nc4cccc([N+](=O)[O-])c4)c3c2c1,6.009661145212398,346.10659030799997,5,2,4.570500000000002,True
1229,1229,CHEMBL3133820,978.0,nM,Cc1ccccc1Nc1ccnc2[nH]c3ccccc3c12,6.009661145212398,273.12659748000004,2,2,4.768120000000002,True
1231,1231,CHEMBL2441561,996.0,nM,O=C(/C=C/CN1CCOCC1)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,6.001740661576301,483.14734549600007,7,1,3.779700000000002,True
1233,1233,CHEMBL3933359,1000.0,nM,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC(C)=O,6.0,549.030225172,9,1,4.274600000000003,True
